origin,dest,distance
-122.376176347.56554,-122.376176147.5654057,3
-122.3760970126832247.57022216952532,-122.376168647.5683608,1
-122.3834947.5756128,-122.383567247.5756134,0
-122.382538247.5756055,-122.382837347.5756078,0
-122.383567247.5756134,-122.384626247.5756215,0
-122.385677847.5756306,-122.38676747.575638,1
-122.384626247.5756215,-122.385677847.5756306,1
-122.382179747.5756072,-122.382538247.5756055,0
-122.381380147.5755966,-122.382179747.5756072,0
-122.380301347.5755883,-122.380842747.5755925,0
-122.378154847.5755718,-122.379217747.57558,0
-122.379217747.57558,-122.379754747.5755841,0
-122.378154847.5755718,-122.378189247.5731398,1
-122.378189247.5731398,-122.378189247.5711942,1
-122.386762847.562895,-122.386764647.5621094,2
-122.392153447.5611576,-122.392833547.5611638,2
-122.393492647.5611698,-122.394179347.5611726,1
-122.390838747.5611662,-122.391516147.5611618,2
-122.389456947.5611546,-122.390177547.5611606,3
-122.388128247.5611399,-122.38881947.5611452,1
-122.396952747.5611808,-122.39721347.5611817,0
-122.396264447.5611776,-122.396952747.5611808,1
-122.394874547.5611755,-122.395601947.5611765,1
-122.3982192330869947.55941791421769,-122.398326647.5594209,1
-122.358713847.5377643,-122.358769547.537772,0
-122.356238647.5345545,-122.358191147.534567,0
-122.360820747.5347632,-122.360478947.5339704,2
-122.363325947.5643484,-122.363330947.5641465,0
-122.364566847.5210255,-122.364385647.5210291,2
-122.364515547.5282799,-122.364781347.5282778,2
-122.363184347.5282904,-122.363872847.5282868,4
-122.365854547.5282693,-122.366020847.5282713,0
-122.373948247.5282806,-122.374621747.5282827,0
-122.375311647.5282848,-122.375934147.528286,1
-122.372601647.5282803,-122.373278447.5282808,0
-122.37126647.528277,-122.371938247.5282782,1
-122.368573847.5282745,-122.368718247.5282742,1
-122.36718547.5282707,-122.367878247.5282715,0
-122.369924347.5282782,-122.370562847.5282776,1
-122.3658433426994547.528269378943165,-122.365854547.5282693,0
-122.386437447.58302,-122.386443347.5829138,0
-122.386436747.5830565,-122.386437447.58302,0
-122.361820447.5282867,-122.36183647.528416,0
-122.361812247.5264889,-122.361820447.5282867,0
-122.361852547.5246951,-122.361812247.5264889,0
-122.361905547.5229182,-122.361878847.5229436,0
-122.362115447.5217519,-122.362043847.5219584,0
-122.360082747.5378879,-122.360477847.5379151,0
-122.3604912359842147.53791602485362,-122.360923847.5379458,0
-122.362581647.5373809,-122.362769247.5373548,3
-122.276369947.5203376,-122.277764147.5203392,4
-122.27638447.5196467,-122.277360147.5196582,2
-122.353241147.6796451,-122.353245147.679068,0
-122.379243947.5628758,-122.3793239965115947.56287507974085,0
-122.384144547.5628777,-122.384804147.5628718,2
-122.385463347.5628735,-122.386097147.5628723,5
-122.380111347.562868,-122.380760447.5628651,1
-122.3793239965115947.56287507974085,-122.380111347.562868,0
-122.381461947.5628709,-122.382161847.5628727,3
-122.382814447.5628743,-122.383481247.562876,4
-122.376248547.5556185,-122.3763009058840847.55561881269316,0
-122.375596447.5556146,-122.376248547.5556185,0
-122.37761647.5556267,-122.37826647.5556306,0
-122.3763009058840847.55561881269316,-122.376952447.5556227,0
-122.411059147.5712099,-122.410967147.5711498,1
-122.410115847.5701463,-122.410086747.5700976,1
-122.408103247.5658363,-122.408012547.5657563,0
-122.409532347.5675208,-122.409526647.5674789,11
-122.404605147.5615683,-122.4038946354904547.56096699202727,1
-122.406316847.562992,-122.406275247.5629276,1
-122.407030847.5648777,-122.406970147.5647791,0
-122.405465747.5622624,-122.40521947.5620634,0
-122.409142147.568546,-122.409251547.5684526,6
-122.410967147.5711498,-122.410878847.5710875,1
-122.412958947.5722785,-122.411059147.5712099,6
-122.413401547.5726592,-122.413373647.5726106,0
-122.415918447.5776117,-122.41663847.5774176,0
-122.370840747.5731042,-122.370770547.5724611,2
-122.36718247.5318842,-122.367190947.5300819,2
-122.367190947.5300819,-122.36718547.5282707,0
-122.360478947.5339704,-122.360427447.5342254,6
-122.361099947.535524,-122.360820747.5347632,4
-122.36114347.5376457,-122.361198647.5372172,0
-122.361285647.5365465,-122.361294547.5363326,2
-122.401759747.5685691,-122.401792447.5667992,1
-122.401541847.5667319,-122.401553447.5649205,0
-122.401553447.5649205,-122.40159147.5630834,0
-122.400177147.5667203,-122.400736747.5667239,0
-122.399502347.5667101,-122.400177147.5667203,0
-122.40179447.5667391,-122.402233647.5667401,2
-122.400736747.5667239,-122.400875847.5667253,0
-122.401541847.5667319,-122.40179447.5667391,0
-122.398838247.5667029,-122.399502347.5667101,0
-122.3988133035261847.56670265088873,-122.398838247.5667029,0
-122.402830947.5667297,-122.402908247.5667182,1
-122.388110447.5665957,-122.388777247.5666073,2
-122.397475147.5666892,-122.398158647.5666961,0
-122.39213847.56662,-122.392797447.5666343,5
-122.394814447.5666602,-122.395507247.5666721,4
-122.396173547.5666835,-122.396211147.5666837,1
-122.393498247.5666489,-122.394089547.5666541,4
-122.390783147.5666239,-122.391449547.566622,4
-122.389452647.5666124,-122.39013347.5666183,2
-122.386779747.5665404,-122.386942647.5665855,1
-122.380337747.5520229,-122.380986447.5520315,0
-122.379672247.5520142,-122.379900747.5520172,1
-122.381635847.5520399,-122.382345247.5520492,0
-122.385575947.5520914,-122.386256847.5521003,0
-122.384296247.5520747,-122.384911447.5520827,0
-122.387036647.5521105,-122.3870406920839347.55211055395138,0
-122.383000547.5520577,-122.383629847.552066,0
-122.390845647.5646877,-122.390807447.5646631,3
-122.391077347.5647585,-122.39099447.5647448,0
-122.389659447.5632021,-122.389469447.5629504,2
-122.402966247.5649092,-122.402975247.5648381,0
-122.402966247.5649092,-122.403043947.5649134,0
-122.40273947.56492,-122.402966247.5649092,0
-122.402854847.5685799,-122.402833947.568508,5
-122.402840947.5693565,-122.402854847.5685799,2
-122.402830947.5667297,-122.402853847.5650682,5
-122.402812147.5703745,-122.402840947.5693565,0
-122.4031833076286847.57039837133012,-122.403247547.5703546,0
-122.404925847.5702783,-122.405451247.5702904,0
-122.403814647.5702683,-122.404925847.5702783,0
-122.403170847.5704069,-122.4031833076286847.57039837133012,0
-122.40609647.5711352,-122.406303147.5711167,1
-122.40605647.5711246,-122.406072647.5702341,0
-122.40609647.5711352,-122.40605647.5711246,0
-122.407345347.5717263,-122.407301347.5716878,7
-122.407369147.5722643,-122.408329247.5722752,2
-122.408329247.5722752,-122.408916847.5722913,3
-122.404153247.5758152,-122.405408747.5758347,0
-122.405408747.5758347,-122.406790147.5758563,0
-122.403674947.575808,-122.404153247.5758152,0
-122.403406847.5758073,-122.403674947.575808,0
-122.406790147.5758563,-122.407990547.5758688,0
-122.408094247.5738167,-122.40809847.5737253,8
-122.394225947.5775292,-122.39418847.5773414,0
-122.394182447.5793499,-122.394223147.5776004,0
-122.39476947.5721004,-122.394778247.5703168,0
-122.394731147.5746468,-122.394745547.5739082,0
-122.394499847.575709,-122.394580847.5756236,0
-122.394745547.5739082,-122.39476947.5721004,0
-122.392074647.5766428,-122.392064747.5758444,0
-122.40850947.5701258,-122.408482847.56921,2
-122.408329247.5722752,-122.408363347.5721226,12
-122.408482847.56921,-122.408480647.5691233,0
-122.408475547.5685234,-122.408463547.5675144,0
-122.388109347.5702172,-122.388782147.5702297,0
-122.386781547.5701927,-122.387443647.570205,0
-122.389458647.5702422,-122.390111947.5702535,0
-122.389408747.5756577,-122.39012647.5756631,0
-122.388040247.5756475,-122.388715747.5756526,0
-122.38676747.575638,-122.387399247.5756427,0
-122.382927247.5811792,-122.382240433577647.5811714024219,1
-122.382240433577647.5811714024219,-122.381623747.5811644,0
-122.377963647.5810866,-122.377829347.5810591,0
-122.377614747.5810012,-122.377400247.5809202,0
-122.397776947.5574995,-122.398584347.5575126,0
-122.397685799841647.5574986672746,-122.397776947.5574995,0
-122.394874547.5611755,-122.394920747.5593733,1
-122.394920747.5593733,-122.3949209427297547.559364020611355,1
-122.351679847.5228448,-122.351702447.5210112,0
-122.351678347.5246802,-122.351679847.5228448,1
-122.351725747.5191806,-122.351740347.5175616,0
-122.351702447.5210112,-122.351725747.5191806,0
-122.350619947.5228351,-122.351679847.5228448,0
-122.349278847.5228291,-122.349956747.5228351,0
-122.351679847.5228448,-122.352838547.5228448,2
-122.353971547.5228621,-122.354672547.5228692,1
-122.352838547.5228448,-122.353971547.5228621,3
-122.346727447.5228158,-122.347364647.5228158,0
-122.347980547.5228158,-122.348619547.5228246,0
-122.3550601311157447.52287315060312,-122.35511347.5228737,0
-122.346727447.5228158,-122.346723147.5209805,0
-122.346723147.5209805,-122.346707447.5191573,1
-122.345391547.5191498,-122.3454187320548547.517303406830635,0
-122.345434447.5209726,-122.345430647.5208111,0
-122.345519447.5283089,-122.345498947.5264638,0
-122.345552347.5317982,-122.345524947.5301268,1
-122.345524947.5301268,-122.345519447.5283089,0
-122.345498947.5264638,-122.345490647.5261188,0
-122.347062547.534074,-122.347062447.5337486,0
-122.3403056045479847.51727355882012,-122.340142347.5173057,0
-122.339872747.5179744,-122.339971347.5177497,0
-122.340142347.5173057,-122.340022847.5174309,0
-122.340142347.5173057,-122.340401847.5173273,0
-122.339872747.5179744,-122.339997147.5178019,0
-122.339593747.518341,-122.339773947.5180917,0
-122.332980347.5268805,-122.33269747.5269211,0
-122.334400947.5262064,-122.334106847.5264423,0
-122.334106847.5264423,-122.333855747.5265865,0
-122.35186347.528323,-122.35186347.5282077,0
-122.351849847.5265229,-122.351834447.5246813,0
-122.353116247.5265212,-122.35309947.5263763,0
-122.352970247.5282656,-122.353004647.5282193,0
-122.35308547.5274421,-122.353081847.5273152,1
-122.353451147.5256033,-122.3550669856883147.52561806059017,0
-122.3550669856883147.52561806059017,-122.355071347.5256181,0
-122.285289247.6992379,-122.285290547.6995296,0
-122.371272347.5264791,-122.371938647.5264763,0
-122.369922147.5264509,-122.369952447.5264671,1
-122.373961847.526479,-122.374636547.5264798,0
-122.375302247.5264811,-122.375674747.5264814,0
-122.372607547.5264824,-122.373285347.5264781,0
-122.373710447.5483114,-122.373694647.5480584,0
-122.373634647.5533686,-122.373635447.5530103,0
-122.373679847.5501417,-122.373713947.5486723,0
-122.373393247.5470995,-122.373244947.546673,0
-122.373244947.546673,-122.373187547.5465057,1
-122.371979747.5472797,-122.372874847.5471454,1
-122.361806847.5300483,-122.362472247.5300597,0
-122.361113147.5300348,-122.361806847.5300483,0
-122.364582647.5191978,-122.363852447.5191958,1
-122.363245347.5191942,-122.36264247.519198,0
-122.365906647.519196,-122.365220347.5191969,3
-122.367241447.5191613,-122.367198547.5191902,1
-122.3672449780533647.51915044102407,-122.367241447.5191613,0
-122.367311847.5173936,-122.367305347.5176018,0
-122.364390547.5405958,-122.364443547.539325,1
-122.363452847.5415921,-122.36325547.5409354,0
-122.363165847.5553068,-122.363617847.5552851,0
-122.364290247.5553136,-122.364369347.5552864,0
-122.368010147.565452,-122.368160647.5654536,1
-122.368160647.5654536,-122.37078747.5654304,4
-122.367555247.5654513,-122.368010147.565452,1
-122.362894547.5592696,-122.362225147.5592657,1
-122.364216447.5592773,-122.36362147.5592763,1
-122.362873547.5610809,-122.363368847.561083,0
-122.364203847.5610867,-122.365495247.5610981,2
-122.36220847.5610902,-122.362873547.5610809,0
-122.368100547.5676195,-122.36714347.5676221,1
-122.3708104209039147.56759891681183,-122.368100547.5676195,4
-122.370825847.5675988,-122.3708104209039147.56759891681183,0
-122.370783647.5669058,-122.370781647.5666132,0
-122.3708932340999247.56743536719535,-122.370848647.5673919,0
-122.37078747.5654304,-122.370791247.5652055,4
-122.370778547.5661659,-122.37078747.5654304,4
-122.370894547.5674366,-122.3708932340999247.56743536719535,0
-122.376013547.5649557,-122.375861847.5649612,0
-122.370193647.5481173,-122.370276147.5480039,0
-122.369650547.5458622,-122.369533647.5455079,1
-122.370073947.5471455,-122.369758547.5461896,1
-122.369222847.544566,-122.368892647.5435652,0
-122.388162547.5593415,-122.388159947.5594871,0
-122.388130947.5616166,-122.388176647.5615184,1
-122.388128247.5611399,-122.388129647.5613959,1
-122.377498147.5646945,-122.378098647.5646863,2
-122.381323147.5646852,-122.381526447.5646847,0
-122.380090247.5646887,-122.380743747.5646868,0
-122.378768447.5646771,-122.379429847.5646829,1
-122.381526447.5646847,-122.382161647.5646808,0
-122.382819347.5646771,-122.383465147.5646817,0
-122.3867847.5647309,-122.386891647.5647599,0
-122.384144547.5646865,-122.384639947.5646848,2
-122.385454547.5646821,-122.386115947.5646868,4
-122.388118947.5647599,-122.388791347.5647665,1
-122.390847347.564757,-122.391077347.5647585,0
-122.389471647.5647663,-122.390169247.5647616,1
-122.3774927912345447.564254646680105,-122.377492747.5642507,0
-122.377498147.5646945,-122.377501747.5646382,0
-122.381447847.5664948,-122.382161347.5664947,0
-122.382806747.5664947,-122.383473947.5664902,0
-122.375549847.5665246,-122.375579647.5665179,0
-122.377445247.5664934,-122.378117547.5664937,3
-122.376183447.566493,-122.376780547.5664932,1
-122.380093847.5664943,-122.380760247.5664946,2
-122.378778847.5664939,-122.379444147.5664941,6
-122.385449547.5664973,-122.386126647.5664973,0
-122.357058347.5355981,-122.357268147.5369441,4
-122.357281447.5391347,-122.357175447.5428937,3
-122.357175447.5428937,-122.357167147.5436777,0
-122.35728347.5390221,-122.357281447.5391347,2
-122.35708747.5501304,-122.357082747.5536988,0
-122.357073247.5557452,-122.35706347.5561856,0
-122.357082747.5536988,-122.357073247.5557452,0
-122.357136247.5465772,-122.35712747.5472406,0
-122.354779347.5536983,-122.35479247.5529672,0
-122.355018447.5561104,-122.354940947.5560923,0
-122.354810847.5519039,-122.3548147.5508924,0
-122.360219847.5594878,-122.360209847.5594566,0
-122.3601739069214247.55834180092606,-122.360172247.5582981,0
-122.360211847.5597421,-122.360246247.5597047,0
-122.361449147.5609397,-122.361525847.5609111,0
-122.273528247.7011407,-122.273496147.7011627,0
-122.273325447.7007196,-122.273432747.7010373,0
-122.276691847.7108645,-122.276848647.7108577,0
-122.278111247.7159308,-122.2781358379970347.71600415559059,0
-122.276768947.7114344,-122.276778547.7115395,0
-122.339325547.563866,-122.339328147.5643645,0
-122.337294947.6856707,-122.337619747.6857115,0
-122.405439247.6721801,-122.405496947.6722047,0
-122.403536247.6739143,-122.403645147.6738122,1
-122.403677447.6728054,-122.403677547.6727285,1
-122.403677447.6728054,-122.403754147.6728052,1
-122.403536247.6739143,-122.403512547.6743968,2
-122.403514147.6748556,-122.403507547.6753318,1
-122.403498547.6758214,-122.403489947.6766212,0
-122.403498547.6758214,-122.403753347.6758287,0
-122.394461247.6686476,-122.394736247.668649,0
-122.372755947.6906217,-122.373445647.6906203,1
-122.374117647.6906189,-122.374867747.6906173,2
-122.368325847.690631,-122.369326247.6906289,0
-122.367241247.6906333,-122.367778547.6906322,0
-122.370393347.6906267,-122.371441547.6906245,3
-122.369326247.6906289,-122.370019847.6906275,1
-122.371441547.6906245,-122.371935147.6906235,1
-122.375238414996847.690616455110614,-122.375460647.690616,3
-122.31636647.6830621,-122.316305947.6830614,0
-122.328214747.6894862,-122.328542647.6899415,0
-122.322912847.6846185,-122.322911147.6850212,0
-122.316783147.6016792,-122.3167735687487947.6016791923073,0
-122.3167735687487947.6016791923073,-122.316659247.6016791,0
-122.291321747.6008649,-122.291337747.600211,2
-122.288892447.5991246,-122.289046147.5991603,1
-122.28881947.5991219,-122.288892447.5991246,1
-122.310944947.679415,-122.309882247.6794259,0
-122.312012747.6794267,-122.311881147.6794053,0
-122.309882247.6794259,-122.30880747.679437,0
-122.30880747.679437,-122.307724747.6794482,0
-122.307724747.6794482,-122.30676947.679458,0
-122.3120154340503147.67942696132849,-122.312012747.6794267,0
-122.305272547.6794233,-122.304601447.6794206,0
-122.30666747.6794409,-122.306543747.6794201,0
-122.31443647.6794569,-122.31321447.6794479,0
-122.31321447.6794479,-122.312150847.6794399,0
-122.315688347.6794663,-122.315045447.6794614,0
-122.279803347.6345885,-122.279737847.6346325,1
-122.279541147.6347683,-122.279216147.634986,4
-122.277149247.6363661,-122.277365747.6362154,1
-122.277151747.6357984,-122.277151447.6359603,0
-122.278027247.6357649,-122.277899347.6357829,1
-122.277150347.63618,-122.277190947.6362112,1
-122.277149247.6363661,-122.277148847.6367838,0
-122.277148647.6369544,-122.277148247.637023,0
-122.277150347.63618,-122.277149247.6363661,0
-122.277365747.6362154,-122.27786547.6358754,2
-122.27786547.6358754,-122.277976847.6357992,1
-122.277134947.6390911,-122.277133347.6391759,1
-122.288208847.6128877,-122.28876347.6128912,4
-122.287695847.6128374,-122.287699447.6128844,1
-122.312854947.6026963,-122.312849447.6035219,1
-122.312849447.6035219,-122.312843947.6043458,0
-122.312861647.6016911,-122.312857847.6022667,1
-122.312843947.6043458,-122.312831647.6061924,0
-122.310165347.612913,-122.309528547.6129105,0
-122.311478447.6129142,-122.310814247.6129125,0
-122.312786447.6129186,-122.312135847.6129164,0
-122.287585747.6183609,-122.286879747.6183608,0
-122.2883663385394647.61835361256372,-122.288326547.6183587,0
-122.325615347.5247732,-122.323679147.5247729,1
-122.328216647.525636,-122.328227147.5252089,1
-122.328246947.526484,-122.32821747.5263925,3
-122.328260747.5230842,-122.328264147.52234,2
-122.328242247.5246268,-122.328245347.5240544,1
-122.328237547.5247852,-122.328242247.5246268,0
-122.32824647.5239263,-122.328253347.523508,3
-122.289008295583147.60794262011401,-122.288895647.6079422,1
-122.287233347.60793,-122.286708347.6079268,1
-122.28835647.6079401,-122.287233347.60793,1
-122.32018447.632307,-122.320165747.6324536,2
-122.319938647.6330542,-122.319934347.6333097,4
-122.320197247.6305017,-122.320201147.6313786,5
-122.316735447.628419,-122.316798347.626517,2
-122.314926747.6382688,-122.314839747.6382805,2
-122.3147098392041747.63828299375393,-122.314664547.638272,3
-122.314926747.6382688,-122.314840347.638252,2
-122.320071447.6383926,-122.319016247.638395,1
-122.319016247.638395,-122.317975547.6383953,0
-122.317975547.6383953,-122.317519547.6383685,0
-122.316223247.6382586,-122.315227847.6382689,0
-122.317272847.6383148,-122.317132747.638268,0
-122.315227847.6382689,-122.314926747.6382688,0
-122.318373447.6444944,-122.318286947.644492,0
-122.347540747.6262614,-122.347540147.6271601,2
-122.35931647.6257294,-122.360466847.6257441,3
-122.35931647.6257294,-122.359313347.6259332,3
-122.366287247.6395827,-122.366287161370647.639586175410464,0
-122.366251747.6420059,-122.366242447.64272,0
-122.366242447.64272,-122.366241847.6427883,0
-122.366287161370647.639586175410464,-122.366274747.6407073,0
-122.366265847.6414159,-122.366251747.6420059,0
-122.366274747.6407073,-122.366265847.6414159,0
-122.376149647.6484626,-122.376195747.6484622,0
-122.364948947.6395838,-122.3649488874065347.63959566935586,0
-122.364946947.641418,-122.364946747.6416466,0
-122.3649488874065347.63959566935586,-122.364948747.6397723,0
-122.36638147.6323467,-122.366470647.632309,0
-122.365727447.6323424,-122.36638147.6323467,0
-122.365041347.6323379,-122.365727447.6323424,1
-122.313400247.571632,-122.312946447.5716342,0
-122.306495847.571923,-122.305873847.5719241,0
-122.305266947.5719252,-122.304406447.5719267,0
-122.307530947.5719211,-122.30700547.5719221,0
-122.304406447.5719267,-122.303423747.5719285,0
-122.303423747.5719285,-122.301746547.5719228,0
-122.302962947.5829492,-122.302975747.5814996,0
-122.303314547.5791739,-122.303325547.5783436,0
-122.303233247.581002,-122.303268947.5809376,0
-122.303318147.5799812,-122.303314547.5791739,0
-122.316963347.5941396,-122.31668347.5942381,1
-122.317283647.5863692,-122.317290347.5856111,0
-122.317280347.5884294,-122.317290147.5872857,0
-122.317290947.5855412,-122.317289747.5854904,1
-122.316002547.5884359,-122.31609547.5884354,0
-122.31483947.5884419,-122.314958247.5884413,2
-122.314720847.5815682,-122.314704547.5817151,0
-122.31740547.5837134,-122.317679247.5840203,0
-122.316016347.5820831,-122.316098647.5821577,0
-122.31469547.5818681,-122.314750747.5818813,0
-122.333258847.5861208,-122.332508747.5861646,0
-122.323647547.5861175,-122.323085547.5861081,0
-122.321381347.5861884,-122.321620947.5861892,0
-122.323468347.5861819,-122.323647547.5861175,0
-122.292992247.5783503,-122.292983647.5769708,3
-122.292983647.5769708,-122.292982647.5766809,1
-122.406142747.6395462,-122.406144447.6397486,0
-122.406142747.6395462,-122.406820347.639546,0
-122.406136647.6391487,-122.406142747.6395462,0
-122.407694747.6412122,-122.409050847.6420426,0
-122.409050847.6420426,-122.409364947.6422499,0
-122.406187947.6399323,-122.40627247.640142,0
-122.406424147.6403477,-122.406573247.6404953,0
-122.398245347.6468388,-122.397611747.6468399,0
-122.396940947.646841,-122.396267147.6468422,2
-122.40093647.6468343,-122.400755347.6468341,1
-122.398245347.6468388,-122.3982447.6486218,0
-122.398239947.650453,-122.3982447.6513525,1
-122.3982447.6513525,-122.39824147.6522662,0
-122.3982447.6486218,-122.398239947.650453,1
-122.398240547.6540749,-122.398214747.6558757,0
-122.398178947.6576675,-122.398188847.6583965,0
-122.398188847.6583965,-122.398194547.6600728,0
-122.398214747.6558757,-122.398178947.6576675,0
-122.39824147.6522662,-122.398240547.6540749,0
-122.398358347.6385411,-122.398440947.6384103,1
-122.382043247.6484663,-122.382043347.6485667,2
-122.397798147.6600717,-122.398044247.6600724,0
-122.398194547.6600728,-122.398342947.6601534,0
-122.3961004523527447.661350686433735,-122.396111647.6617258,1
-122.396079447.6600671,-122.396099947.6613321,1
-122.396499147.6583976,-122.396137347.6594027,2
-122.396099947.6613321,-122.3961004523527447.661350686433735,1
-122.285199547.5717237,-122.285298647.5716649,0
-122.284963547.5641168,-122.284946447.5628253,2
-122.3706282616854747.57132408433324,-122.370588747.5713195,3
-122.3706748775635747.57132948609297,-122.3706282616854747.57132408433324,3
-122.370838147.5713484,-122.3706748775635747.57132948609297,3
-122.299558447.6663806,-122.299114347.6663811,0
-122.3005958419906447.66627653179442,-122.300473347.666289,1
-122.30060547.6662756,-122.3005958419906447.66627653179442,1
-122.30112747.666285,-122.301052147.6662775,3
-122.395728747.6351957,-122.397129247.6351817,0
-122.393504347.6352381,-122.393739347.6352058,1
-122.394256347.6351968,-122.395728747.6351957,0
-122.330691847.5450271,-122.330563247.5450635,9
-122.317712847.5477818,-122.317603947.5477934,1
-122.317310747.5478245,-122.316902347.5478594,1
-122.321916947.5459955,-122.321828947.5462686,4
-122.322417447.5444568,-122.322263847.544929,3
-122.323691747.540507,-122.323488447.5411392,0
-122.323401447.5414096,-122.323346247.5415805,2
-122.329049547.5711409,-122.328961847.5712674,0
-122.329152847.5728025,-122.329154347.5724961,0
-122.329049547.5711409,-122.329048347.5710695,0
-122.339862947.5701287,-122.339863647.5698417,0
-122.320718647.6631373,-122.320716447.6636864,3
-122.320738847.661721,-122.32073747.66222,6
-122.409394347.5777304,-122.410039347.5777414,0
-122.408076247.577708,-122.408738547.5777193,1
-122.410688447.5777524,-122.411340347.5777635,0
-122.4030706900199247.57902231354601,-122.403007247.5790469,1
-122.4008372140948847.579070530163754,-122.400643847.5790688,2
-122.4008372140954547.57907053016376,-122.4008372140948847.579070530163754,2
-122.4008372140958247.57907053016376,-122.4008372140954547.57907053016376,2
-122.4018710840258447.57908537763517,-122.401392447.5790773,2
-122.4034041110190347.57724689170786,-122.403472347.5772124,0
-122.402871547.5775424,-122.403034647.5774498,0
-122.4013360955351947.57842968193115,-122.4015407505286547.57831002250903,0
-122.4001856601945747.57035457804636,-122.400185847.5703503,0
-122.400270347.5711236,-122.400205647.5710588,0
-122.400262147.5718093,-122.400270347.5711236,0
-122.397285847.5757177,-122.397310547.5749517,0
-122.342748647.6481823,-122.342710247.6481543,3
-122.336341347.6491984,-122.335151947.6491979,0
-122.33389547.6491926,-122.332692347.6491948,0
-122.335151947.6491979,-122.334257547.6491941,0
-122.332692347.6491948,-122.332423847.6491924,0
-122.3607896764536347.66238257646226,-122.360816647.6623828,1
-122.35902247.6623679,-122.3607896764536347.66238257646226,1
-122.357865847.6623672,-122.35902247.6623679,0
-122.357848647.6614943,-122.35785747.6619189,1
-122.357865847.6623672,-122.357865847.6624539,2
-122.360812647.6631816,-122.3607961795982747.663181674381704,0
-122.360172447.6631845,-122.359011947.6631898,2
-122.3607961795982747.663181674381704,-122.360172447.6631845,1
-122.359011947.6631898,-122.357879747.6631949,2
-122.357415147.6623652,-122.356633947.6623693,0
-122.358820147.6650296,-122.358824278982447.664291213608536,0
-122.358824278982447.664291213608536,-122.358824347.6642875,0
-122.376644247.5246519,-122.3766831914190947.52465241261899,0
-122.354021947.5173552,-122.3540218715128347.51735378044634,2
-122.367448847.5373666,-122.367410147.5372927,0
-122.3674031386279947.53728094001232,-122.367358647.5372057,0
-122.367517147.5379481,-122.367328247.5379759,0
-122.367898247.5391818,-122.367124447.5391718,0
-122.367124447.5391718,-122.366705647.539168,0
-122.359114947.5300859,-122.359125147.5282817,0
-122.359299447.5336905,-122.359210547.5333041,1
-122.359115847.531884,-122.359114947.5300859,1
-122.3591947.5155299,-122.3591899997467747.515529873895254,0
-122.359206947.5173668,-122.359200147.516628,1
-122.359133947.5228618,-122.359151147.5218533,1
-122.359112747.5246995,-122.359133947.5228618,0
-122.35918947.5210327,-122.35919547.5191943,0
-122.359151147.5218533,-122.359157647.5217129,0
-122.35919547.5191943,-122.359205447.5175898,1
-122.359125147.5282817,-122.359115747.5264922,0
-122.359115747.5264922,-122.359112747.5246995,0
-122.358191147.534567,-122.358186947.5341193,0
-122.358207847.5352316,-122.358202747.5350271,0
-122.35728347.5390221,-122.357414147.5388743,2
-122.3600566666126947.55371325900301,-122.360057447.5537319,0
-122.360057447.5537319,-122.360104647.554965,0
-122.359878347.5501741,-122.358436347.5501799,0
-122.35708747.5501304,-122.355979847.5501054,0
-122.265181347.686703,-122.265128347.6865599,0
-122.306983247.702107,-122.306994747.7030296,2
-122.307012647.7039478,-122.307030147.7048413,3
-122.306994747.7030296,-122.307012647.7039478,5
-122.306982247.701682,-122.306983247.702107,1
-122.374934347.6521749,-122.375569147.6521737,0
-122.370503547.6450412,-122.371475647.6450412,1
-122.370547947.6442896,-122.371532547.6442896,1
-122.355559947.645822,-122.355553147.6468214,0
-122.35555647.6443431,-122.355554147.6446839,1
-122.355552447.6449671,-122.355561247.6456307,0
-122.355554147.6446839,-122.355552447.6449671,1
-122.355561247.6456307,-122.355559947.645822,0
-122.371594347.6402046,-122.371595647.6406611,1
-122.371589547.6395799,-122.371594347.6402046,1
-122.3715956993257547.64068881188431,-122.371595747.640689,0
-122.371595747.640689,-122.371596447.6407253,4
-122.371563147.6422556,-122.371550647.6429312,0
-122.371547347.6431819,-122.371539847.6436454,0
-122.371550647.6429312,-122.371547347.6431819,0
-122.371532547.6442896,-122.371546747.6449955,2
-122.371539847.6436454,-122.371532547.6442896,1
-122.372711947.6362879,-122.372714947.6363106,0
-122.367692547.6359321,-122.368358447.6359276,2
-122.366712947.6359332,-122.367021147.6359313,0
-122.369024847.6359313,-122.36969947.635935,2
-122.36910147.6323067,-122.36971747.6323134,0
-122.36704647.6311051,-122.36773947.6311109,1
-122.36756147.6306482,-122.36773947.6311109,1
-122.36773947.6311109,-122.367715847.6323074,3
-122.365681447.6287808,-122.365691747.6291805,1
-122.364429547.6304775,-122.364427647.6313293,1
-122.364427647.6313293,-122.364405147.632331,0
-122.355381147.6271869,-122.355382747.6280665,0
-122.355382747.6280665,-122.3553826698233147.62806812089061,0
-122.355373147.6263677,-122.355381147.6271869,1
-122.3553826698233147.62806812089061,-122.355367747.6288722,1
-122.355367747.6288722,-122.355356947.6293823,0
-122.355356947.6293823,-122.355348347.6297583,0
-122.354097247.6271882,-122.354060447.6279684,0
-122.354104447.6263593,-122.354097247.6271882,0
-122.355438147.7050622,-122.355381747.7050725,1
-122.387602247.6723867,-122.387602247.6727392,0
-122.387601947.6738372,-122.387601847.6745572,0
-122.387601847.6745572,-122.387601747.6749799,0
-122.387602147.673107,-122.38760247.6733627,0
